Unnamed: 0,fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness
8625,,1,B,Smoking,36.75667,-79.03667,VA,4/13/96,4/14/96,Apr,,,1 days 00:00:00.000000000,3/14/96,1996,Mar,724106,33836.39331,99999,1973,2020,0,0.1,724106-13728-1996.gz,9.586363636,10.23701493,8.456050955,21.01904762,3.864592593,3.487125749,3.66433121,4.428571429,57.02402402,56.82621951,52.47712418,39.61904762,51,18,7,0,0.106702662
8802,,8,B,Smoking,38.1383,-76.6733,VA,8/22/98,,Aug,,,,7/23/98,1998,Jul,725514,21420.501,3757,1942,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.085283791
8804,,1,B,Debris Burning,36.77472,-82.08722,VA,3/21/09,,Mar,,,,2/19/09,2009,Feb,724058,11271.97419,99999,2006,2020,0,0.1,724058-53818-2009.gz,6.30430622,10.9045323,9.592213115,10.92819277,2.716770484,2.381274131,1.952361396,2.757922705,66.1014068,66.71777476,70.57364341,68.459268,0,0,0,0,0.13366677
8868,,6,B,Arson,37.1367,-82.275,VA,2/19/02,,Feb,,,,1/20/02,2002,Jan,724117,28047.98679,63802,1994,2005,0,0.1,724117-99999-2002.gz,3.979899497,0.860714286,0.722689076,6.049913941,3.796173913,3.085611511,2.784033613,3.705851979,66.49171271,61.89694656,57.63865546,60.20450281,0,0,0,0,0.135136683
9007,,2,B,Arson,37.09217,-82.02683001,VA,2/27/06,,Feb,,,,1/28/06,2006,Jan,724133,61361.22838,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.132953008
9093,,1,B,Smoking,38.1317,-77.575,VA,3/11/97,,Mar,,,,2/9/97,1997,Feb,723084,48461.22451,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.093152351
9185,,2.3,B,Lightning,38.1333,-78.4333,VA,8/27/01,,Aug,,,,7/28/01,2001,Jul,724016,1464.524674,99999,1942,2020,0,0.1,724016-93736-2001.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100664459
9293,,2,B,Children,37.325,-77.45,VA,4/5/95,4/5/95,Apr,,,0 days 00:00:00.000000000,3/6/95,1995,Mar,723084,42634.63817,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.092486809
9323,,1,B,Debris Burning,37.35,-77.46667,VA,2/23/95,2/23/95,Feb,,,0 days 00:00:00.000000000,1/24/95,1995,Jan,723084,39930.75955,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.092618851
9538,,2,B,Lightning,36.93361,-77.09167,VA,6/30/09,,Jun,,,,5/31/09,2009,May,724019,9759.614966,93773,2003,2020,0,0.1,724019-93773-2009.gz,23.10699588,24.38915663,25.08837209,23.78823529,1.248353909,1.135180723,1.09244186,1.112727273,76.20309278,72.15421687,66.98837209,73.61925134,131.2,17.1,0.8,79.9,0.089574495
9624,,1,B,Railroad,36.6067,-82.6597,VA,5/14/01,,May,,,,4/14/01,2001,Apr,723350,27250.49988,13877,1946,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.138859931
9680,,4,B,Debris Burning,36.68,-79.03167,VA,3/27/96,3/27/96,Mar,,,0 days 00:00:00.000000000,2/26/96,1996,Feb,724106,29727.7015,99999,1973,2020,0,0.1,724106-13728-1996.gz,7.617681159,8.742285714,7.841358025,0,3.985483871,3.979651163,4.750314465,0,53.97787611,55.5542522,46.41772152,0,38.3,27,13,0,0.106701948
9787,,3,B,Equipment Use,37.37917,-77.42555,VA,6/1/06,,Jun,,,,5/2/06,2006,May,724014,22750.63091,93714,2005,2020,0,0.1,724014-93714-2006.gz,18.59981212,20.29511278,23.61752988,23.38281979,2.128537847,2.080696798,1.586626747,1.766588676,64.42546143,61.70170455,66.73293173,70.44778928,0,0,0,0,0.092243926
9800,,2,B,Debris Burning,37.0517,-77.2883,VA,10/26/01,,Oct,,,,9/26/01,2001,Sep,724014,23797.65072,99999,1999,2004,0,0.1,724014-99999-2001.gz,16.33660589,17.53781513,18.74096386,10.75837989,3.184615385,3.195522388,3.161290323,3.286225895,62.18401937,61.66834171,60.10989011,53.13128492,0,0,0,0,0.091224612
9826,,1,B,Arson,36.675,-82.79,VA,10/16/00,,Oct,,,,9/16/00,2000,Sep,723350,41144.96743,13877,1946,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.139983225
9878,,8,B,Campfire,36.79139,-80.8025,VA,5/6/08,,May,,,,4/6/08,2008,Apr,724107,3000.228478,99999,2006,2020,0,0.1,724107-53895-2008.gz,12.85769416,14.32205029,13.11309524,16.19971871,3.108297154,3.191682785,3.913690476,3.384857009,69.62078273,73.94466403,70.76190476,73.96485261,0,0,0,0,0.122257832
9916,DOWNER,3,B,Miscellaneous,37.58166667,-80.24333333,VA,11/10/98,11/11/98,Nov,11/10/98 16:15,11/11/98 16:00,1 days 00:00:00.000000000,10/11/98,1998,Oct,724127,33601.22906,99999,1997,2005,0,0.1,724127-99999-1998.gz,9.667372881,7.506666667,3.442307692,13,2.747346072,2.638222222,2.480769231,5.05,67.47835498,71.91818182,79.42574257,71.66666667,28.7,26.2,19.8,0,0.116881488
9936,,3,B,Debris Burning,36.79139,-82.77194,VA,3/3/08,,Mar,,,,2/2/08,2008,Feb,724117,30097.17318,99999,2006,2020,0,0.1,724117-63802-2008.gz,3.842203548,2.633986928,1.532,7.15704825,3.991596639,4.107096172,3.9524,3.907663198,69.54499043,72.93900709,69.37719298,67.8705036,0,0,0,0,0.139756566
9959,,8,B,Children,37.22,-77.4917,VA,11/14/01,,Nov,,,,10/15/01,2001,Oct,724014,4171.89893,99999,1999,2004,0,0.1,724014-99999-2001.gz,13.41340782,12.03899721,10.00595238,12.53709677,3.33699284,3.181632653,3.303488372,2.950625,53.80048077,51.55897436,44.22093023,73.97039474,0,0,0,0,0.092908223
10081,,1,B,Children,36.71333,-79.79,VA,4/4/95,4/4/95,Apr,,,0 days 00:00:00.000000000,3/5/95,1995,Mar,745985,22335.5121,63806,1975,1996,0,0.1,745985-99999-1995.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113358178
10083,,3,B,Debris Burning,37.13528,-81.47806,VA,2/23/07,,Feb,,,,1/24/07,2007,Jan,724056,28999.05151,99999,2006,2020,0,0.1,724056-63805-2007.gz,-1.951276102,-1.126276695,0.583665339,7.915026404,6.102414113,5.4818013,6.215537849,4.492558809,59.31241283,58.63754647,64.70318725,51.1875,0,0,0,0,0.128054065
10123,,2,B,Equipment Use,37.28722222,-79.67833333,VA,2/28/14,,Feb,,,,1/29/14,2014,Jan,724100,41954.26521,13733,1942,2020,0,0.1,724100-13733-2014.gz,2.00174359,3.728716904,5.462561576,5.668361582,2.434702259,2.78755102,2.396059113,3.25960452,59.61655773,57.27813163,46.01970443,59.88179218,97.3,51.6,6.1,65.5,0.112056035
10165,,1,B,Equipment Use,36.65342,-80.29114,VA,12/24/95,12/24/95,Dec,,,0 days 00:00:00.000000000,11/24/95,1995,Nov,745985,24552.46205,63806,1975,1996,0,0.1,745985-99999-1995.gz,3.349368864,0.930898876,-0.919047619,0,1.577074543,1.775842697,2.070833333,0,65.35539568,64.04261364,70.55151515,0,0,0,0,0,0.117814217
10248,ALLEGHANY TUNNELS,11381,G,Railroad,37.75861111,-80.19888889,VA,4/7/12,4/26/12,Apr,4/7/12 17:24,4/26/12 9:15,19 days 00:00:00.000000000,3/8/12,2012,Mar,724127,21408.75905,53801,2006,2020,0,100,724127-53801-2012.gz,13.22290292,13.64583333,13.49799197,10.95098756,1.724269557,2.020738636,2.011445783,2.296049744,64.1749522,61.08995215,61.21095335,54.41728213,0,0,0,0,0.116395116
10304,,12,C,Debris Burning,36.73333002,-78.95216,VA,8/18/06,,Aug,,,,7/19/06,2006,Jul,724106,38734.40262,99999,1973,2020,0,1,724106-13728-2006.gz,25.16288889,25.46005025,23.44162162,21.5920197,2.105,2.327889447,2.239459459,2.136748768,77.04602992,73.12658228,73.6978022,79.20510096,97.4,8.2,3.9,114.1,0.105973145
10466,,15,C,Railroad,37.02056,-80.87139,VA,9/28/07,,Sep,,,,8/29/07,2007,Aug,724116,20888.82305,13868,1973,2020,0,1,724116-13868-2007.gz,19.80084151,17.6027907,20.41832669,15.87043966,1.201683029,1.042790698,0.887450199,2.133021515,66.39218456,70.29378531,72.12929293,65.29231495,0,0,0,0,0.122739924
10704,,1,B,Equipment Use,38.1117,-77.6833,VA,8/11/99,,Aug,,,,7/12/99,1999,Jul,723114,27577.00883,3715,1998,2020,0,0.1,723114-99999-1999.gz,26.27777778,26.52974504,25.1572327,24.56062581,1.072792023,1.116713881,1.028301887,1.710691004,72.01426534,68.47592068,67.08176101,74.87614081,0,0,0,0,0.094109214
10772,,1,B,Debris Burning,38.62083002,-77.90599998,VA,4/21/04,,Apr,,,,3/22/04,2004,Mar,723098,11192.16193,93798,1973,2020,0,0.1,723098-99999-2004.gz,11.3943662,13.46364495,17.008,20.92896781,2.20258216,2.168271955,2.429,1.587777778,57.23601637,54.57909216,53.17312661,69.10894942,0,0,0,0,0.095799102
10859,,1,B,Debris Burning,36.7808,-76.8292,VA,10/26/01,,Oct,,,,9/26/01,2001,Sep,723083,11308.229,13763,1973,2020,0,0.1,723083-99999-2001.gz,15.83893557,17.09550562,18.59036145,10.24753868,3.103496503,3.200502513,3.094845361,2.955462185,65.73299748,64.13407821,64.57647059,56.44410876,0,0,0,0,0.087371998
10998,,4,B,Arson,36.92667,-81.71833,VA,3/20/95,3/20/95,Mar,,,0 days 00:00:00.000000000,2/18/95,1995,Feb,724056,33011.51747,63805,1936,2020,0,0.1,724056-99999-1995.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130302669
11008,,6,B,Miscellaneous,37.71933002,-77.50367001,VA,3/20/06,,Mar,,,,2/18/06,2006,Feb,723084,5989.214139,99999,1973,2020,0,0.1,723084-93775-2006.gz,6.870212766,11.04862637,10.91964286,11.56556213,2.919399249,3.509340659,4.005952381,2.604260355,52.03539823,44.92307692,40.4047619,60.33733493,5.9,0.5,0.5,45.6,0.092744308
11214,,2.6,B,Arson,37.7347,-75.77,VA,7/23/02,,Jul,,,,6/23/02,2002,Jun,724026,9766.192229,3716,1994,2005,0,0.1,724026-99999-2002.gz,26.36202774,25.88069835,27.36252546,27.03275333,2.521685017,2.568058252,2.261303462,2.623092678,69.81052036,70.07549361,69.24528302,73.07409714,0,0,0,0,0.077643526
11326,,2,B,Children,36.6183,-79.8317,VA,11/27/98,,Nov,,,,10/28/98,1998,Oct,742077,20192.76063,3763,1939,2010,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.113779574
11334,,7,B,Arson,37.44694444,-82.09583333,VA,3/20/10,,Mar,,,,2/18/10,2010,Feb,724133,37704.26807,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.133373541
11339,,1,B,Children,37.825,-77.26,VA,3/27/99,,Mar,,,,2/25/99,1999,Feb,723084,20223.35346,99999,1973,2020,0,0.1,723084-99999-1999.gz,9.209876543,9.209876543,9.225,13.5794948,2.472839506,2.472839506,2.465,2.84858841,57.25,57.25,57.25333333,56.09190031,0.5,0.5,0.5,28.2,0.090560981
11381,,1.5,B,Equipment Use,36.93,-77.69167,VA,3/11/07,,Mar,,,,2/9/07,2007,Feb,724015,28589.36928,99999,2006,2009,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.094815656
11402,,2,B,Railroad,36.70528,-83.315,VA,12/20/05,,Dec,,,,11/20/05,2005,Nov,723293,80046.44681,3849,1981,2018,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.14465397
11409,,2,B,Debris Burning,37.22,-79.825,VA,11/15/99,,Nov,,,,10/16/99,1999,Oct,724110,17045.6309,13741,1973,2005,0,0.1,724110-13741-1999.gz,12.18335221,13.36743649,13.96078431,9.324193548,2.82622577,3.304895105,2.778606965,2.841910966,66.26917713,62.59836066,67.75,63.03290415,92,66.6,0.6,111.4,0.113385432
11433,,1,B,Lightning,37.77,-79.775,VA,7/25/01,,Jul,,,,6/25/01,2001,Jun,724115,20620.53061,99999,1995,2005,0,0.1,724115-99999-2001.gz,19.42917847,19.30259366,19.35542169,19.76138148,3.840595611,3.425079365,3.037931034,3.630703259,75.92804428,73.17883212,77.87272727,78.97692308,0,0,0,0,0.112649399
11610,,1,B,Debris Burning,37.15333333,-78.86611111,VA,2/28/10,,Feb,,,,1/29/10,2010,Jan,724100,35513.82668,13733,1942,2020,0,0.1,724100-13733-2010.gz,-0.935135135,0.881682243,2.160869565,8.902626642,2.342406143,1.961859583,1.763970588,2.296863118,69.51008646,62.2803532,66.49509804,63.49175258,70.7,8.6,4,122.4,0.104983689
11620,,1,B,Railroad,36.6667,-79.37,VA,11/14/01,,Nov,,,,10/15/01,2001,Oct,724106,11548.2477,99999,1973,2020,0,0.1,724106-13728-2001.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109685075
11674,,3,B,Debris Burning,38.7667,-78.6833,VA,1/30/99,,Jan,,,,12/31/98,1998,Dec,724165,47273.49526,3725,1973,1999,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.102538681
11744,,2,B,Debris Burning,36.6333,-78.2,VA,12/9/00,,Dec,,,,11/9/00,2000,Nov,724118,14395.59584,93797,1973,2005,0,0.1,724118-99999-2000.gz,5.765778401,4.315340909,2.148148148,0.848540146,1.842636746,1.705113636,1.813580247,1.796167883,65.98571429,67.47552448,64.73417722,64.35400517,0,0,0,0,0.099430818
11749,,1,B,Miscellaneous,36.89139,-79.97278,VA,3/28/08,,Mar,,,,2/27/08,2008,Feb,745985,28944.9175,99999,2006,2020,0,0.1,745985-63806-2008.gz,8.892285983,10.3796034,10.03413655,12.86824645,2.195296331,2.290462701,2.058433735,1.508056872,52.40760346,51.21037464,42.06378601,65.59493016,0,0,0,0,0.114870179
11752,,3,B,Equipment Use,37.0883,-76.9858,VA,7/8/02,,Jul,,,,6/8/02,2002,Jun,724019,11754.10943,99999,1973,2020,0,0.1,724019-99999-2002.gz,23.896,25.86413043,26.61688312,25.86181278,1.276933333,1.416847826,0.900649351,1.125111441,69.7301092,71.54103343,67.90410959,72.03833333,22.7,14.2,0,139.3,0.088565702
11777,,1,B,Miscellaneous,38.13639,-77.53278,VA,2/12/09,,Feb,,,,1/13/09,2009,Jan,720317,30144.51076,99999,2006,2020,0,0.1,720317-03735-2009.gz,0.824603556,3.688349515,5.993762994,5.644487615,2.456346154,2.554421769,2.571875,3.368722681,65.02075919,64.25798212,64.54332553,62.43642612,0,0,0,0,0.092781038
12009,,1,B,Debris Burning,37.1867,-82.37,VA,11/11/98,,Nov,,,,10/12/98,1998,Oct,724117,26241.91793,63802,1994,2005,0,0.1,724117-99999-1998.gz,10.87306065,9.298295455,4.568862275,9.43204578,1.967842031,2.049147727,2.373652695,3.135050072,64.41339156,73.34821429,77.30769231,65.11061286,0,0,0,0,0.135955122
12047,,3,B,Lightning,37.30111111,-78.49861111,VA,7/26/12,,Jul,,,,6/26/12,2012,Jun,724017,8289.680238,3707,2006,2020,0,0.1,724017-03707-2012.gz,27.8806467,27.26183575,26.87124464,25.80583453,1.421540656,1.41942029,1.529184549,1.380200861,58.60863309,64.3816047,68.07423581,67.00244499,0,0,0,0,0.101677468
12068,,5,B,Debris Burning,38.87269444,-77.97861111,VA,4/6/15,,Apr,,,,3/7/15,2015,Mar,724053,33252.16213,3717,2006,2020,0,0.1,724053-03717-2015.gz,7.817886932,8.425925926,12.02579365,13.93214286,3.295875811,3.716944444,4.154166667,2.617295918,44.2386469,39.37037037,35.42063492,48.5127551,0,0,0,0,0.096310319
12083,,8,B,Equipment Use,36.81472,-77.49389,VA,2/18/07,,Feb,,,,1/19/07,2007,Jan,720278,14206.79264,99999,2006,2020,0,0.1,720278-03704-2007.gz,2.053963706,1.190875233,1.761431412,8.488140417,2.154632283,2.345623836,2.151689861,3.564356906,63.19612742,62.01189189,68.68421053,65.91986063,0,0,0,0,0.093151655
12145,SKEGG BRANCH,3,B,Arson,37.255,-82.35,VA,3/25/97,3/25/97,Mar,3/25/97 15:30,3/25/97 18:00,0 days 00:00:00.000000000,2/23/97,1997,Feb,724133,29160.67448,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.135739704
12147,,2,B,Debris Burning,37.15611111,-79.06305556,VA,3/11/14,,Mar,,,,2/9/14,2014,Feb,724100,22316.32966,13733,1942,2020,0,0.1,724100-13733-2014.gz,2.69214876,2.605579399,3.621428571,9.558034026,2.805791107,2.871244635,2.630952381,3.056710775,58.31657754,53.92273731,55.74285714,57.95557656,77.1,25.5,11,87.5,0.106712665
12268,,2,B,Children,37.35,-76.7833,VA,4/8/00,,Apr,,,,3/9/00,2000,Mar,723087,28621.30294,99999,1986,2018,0,0.1,723087-99999-2000.gz,13.59101124,14.78125,17.2254902,14.73004695,3.817447917,4.051111111,4.770114943,3.479301746,57.69850746,54.50887574,50.95238095,68.47953216,121.4,40.4,7.9,13.2,0.086658071
12406,,1,B,Miscellaneous,38.91139,-78.44917,VA,2/24/09,,Feb,,,,1/25/09,2009,Jan,724053,36870.58717,3717,2006,2020,0,0.1,724053-03717-2009.gz,1.339458414,3.090019569,0.495867769,5.792706334,3.665295257,4.464705882,5.210995851,2.816746641,58.766,56.83816184,52.93153527,54.52888446,0,0,0,0,0.1004138
12492,,2,B,Arson,38.22267001,-77.65082999,VA,3/21/05,,Mar,,,,2/19/05,2005,Feb,723114,36614.70127,3715,1998,2020,0,0.1,723114-99999-2005.gz,5.093691149,7.075418994,7.50499002,13.32385834,2.360791706,2.401955307,1.545708583,2.321062442,56.60269576,55.26688815,57.92537313,57.7044837,0,0,0,0,0.093768408
12586,,1,B,Miscellaneous,37.4683,-78.8417,VA,8/17/99,,Aug,,,,7/18/99,1999,Jul,724100,36243.55114,13733,1942,2020,0,0.1,724100-13733-1999.gz,25.45941846,24.89378378,25.72840909,21.42446206,1.832616941,1.838648649,1.91875,2.320951302,67.67973856,62.51226158,61.56321839,72.94117647,65.3,12.2,2.8,93.9,0.104598193
12587,,1,B,Children,37.25455556,-79.68839444,VA,4/10/12,,Apr,,,,3/11/12,2012,Mar,724100,43319.90154,13733,1942,2020,0,0.1,724100-13733-2012.gz,15.27294589,14.7,13.83214286,14.95291439,2.042467139,2.482897862,2.207329843,2.279926335,59.69835681,50.08313539,47.7434555,71.58863859,115.2,1.9,0.3,68.2,0.112162482
12718,,2,B,Debris Burning,37.0355,-78.44017001,VA,12/24/05,,Dec,,,,11/24/05,2005,Nov,724118,52353.16757,99999,1994,2020,0,0.1,724118-99999-2005.gz,5.600487211,3.323029366,3.571428571,8.129770992,1.874847747,1.559814529,0.298901099,1.784732824,69.64241486,69.11523438,83.25,72.87892377,0,0,0,0,0.101310574
12774,,1,B,Children,37.3117,-78.2417,VA,3/1/02,,Mar,,,,1/30/02,2002,Jan,724017,17478.61316,99999,1992,2005,0,0.1,724017-99999-2002.gz,7.830687831,7.816037736,6.357142857,10.05462185,2.709369025,2.729245283,2.473809524,2.285994398,55.24543611,52.96666667,51.35119048,60.1680261,0,0,0,0,0.099419625
12922,,2,B,Debris Burning,36.8783,-79.4967,VA,1/27/01,,Jan,,,,12/28/00,2000,Dec,724106,37513.54318,99999,1973,2020,0,0.1,724106-99999-2000.gz,-2.715789474,0,0,0,2.953684211,0,0,0,55.92631579,0,0,0,0,0,0,0,0.11068151
13002,,3,B,Debris Burning,39.14166667,-77.905,VA,1/17/12,,Jan,,,,12/18/11,2011,Dec,724053,20662.69083,3717,2006,2020,0,0.1,724053-03717-2011.gz,4.751008065,0,0,0,2.591330645,0,0,0,74.96396396,0,0,0,0,0,0,0,0.095535934
13047,,13,C,Debris Burning,37.8417,-78.325,VA,5/7/97,,May,,,,4/7/97,1997,Apr,724016,34146.98301,99999,1942,2020,0,1,724016-93736-1997.gz,13.84978541,15.77631579,18.97087379,18.52941176,3.668534483,3.790350877,5.166990291,3.822268908,47.36946903,55.66816143,45.55339806,53.90869565,0,0,0,0,0.099866589
13048,,2,B,Debris Burning,37.8333,-77.35,VA,1/29/99,,Jan,,,,12/30/98,1998,Dec,723084,15782.66128,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.091342224
13076,,32,C,Debris Burning,37.46305,-76.42028,VA,8/30/08,,Aug,,,,7/31/08,2008,Jul,723088,9067.952624,99999,1973,2020,0,1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.08343717
13082,,1,B,Equipment Use,36.6,-76.9333,VA,8/4/98,,Aug,,,,7/5/98,1998,Jul,723083,11207.58973,13763,1973,2020,0,0.1,723083-13763-1998.gz,26.18384401,26.78333333,25.18452381,25.85714286,1.978690808,2.311111111,2.160714286,2.226839827,69.79637378,69.83888889,71.25595238,72.18405797,0,0,0,0,0.088381263
13214,,4,B,Railroad,37.18667,-79.56167,VA,4/3/07,,Apr,,,,3/4/07,2007,Mar,724100,34817.6653,13733,1942,2020,0,0.1,724100-13733-2007.gz,10.55518359,14.10197368,14.88318182,12.19829606,3.187690632,2.828476821,2.469863014,3.091182796,56.9825518,59.63716814,62.3440367,56.88546256,81.6,16.3,16.3,78.8,0.111083159
13308,,4,B,Lightning,37.5917,-76.5417,VA,8/17/02,,Aug,,,,7/18/02,2002,Jul,723088,23187.05231,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.084424632
13338,,1,B,Miscellaneous,37.4203,-79.9364,VA,10/26/01,,Oct,,,,9/26/01,2001,Sep,724110,11938.69503,13741,1973,2005,0,0.1,724110-13741-2001.gz,14.9075846,15.49011494,16.42410256,10.53325444,2.986601705,2.95942029,2.225806452,2.759135802,59.29088639,62.47969543,60.11111111,47.72084367,21.7,21.7,0,2.6,0.114259091
13354,,1,B,Children,37.5717,-75.8483,VA,8/3/98,,Aug,,,,7/4/98,1998,Jul,724026,11369.47027,3716,1994,2005,0,0.1,724026-99999-1998.gz,25.46514936,26.54621849,24.8597561,25.11583578,2.490184922,2.797759104,2.707926829,2.893841642,73.20972644,71.4024024,73.97945205,76.38216561,0,0,0,0,0.078409516
13477,,2,B,Powerline,36.74722222,-77.63611111,VA,2/11/11,,Feb,2/11/11 14:30,,,1/12/11,2011,Jan,720777,14385.28019,99999,2010,2012,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.09443229
13531,,109,D,Miscellaneous,36.98555,-78.96833,VA,2/10/08,,Feb,,,,1/11/08,2008,Jan,724100,42842.30473,13733,1942,2020,0,3,724100-13733-2008.gz,3.119090909,5.848466258,9.866810345,4.390139535,2.682976555,2.939130435,3.268398268,3.038180113,60.77628362,59.99280576,67.8960396,60.9437799,64.6,35.6,12.2,71.3,0.105974246
13663,,1,B,Miscellaneous,36.78305,-81.01278,VA,2/22/07,,Feb,,,,1/23/07,2007,Jan,724107,17568.42988,99999,2006,2020,0,0.1,724107-53895-2007.gz,-2.751526538,-2.153345725,-2.349900596,6.463172805,4.898919681,4.592657993,5.065407555,4.454154863,62.91657867,59.98175966,68.28211009,59.6386192,0,0,0,0,0.124124433
13695,,1,B,Arson,36.8917,-78.375,VA,4/6/02,,Apr,,,,3/7/02,2002,Mar,724118,36495.05531,93797,1973,2005,0,0.1,724118-99999-2002.gz,12.38390805,12.65490196,13.984375,17.30323847,2.413218391,2.733333333,2.8178125,2.005206287,59.66049383,56.55450237,54.93359375,65.03416557,0,0,0,0,0.100819062
13912,,1,B,Lightning,37.4975,-77.26,VA,8/5/07,,Aug,,,,7/6/07,2007,Jul,724029,27176.02208,99999,2006,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.090734885
14153,MAXIEFIELD,2,B,Debris Burning,38.03193,-78.85779,VA,2/26/95,2/27/95,Feb,2/26/95 10:30,2/27/95 8:00,1 days 00:00:00.000000000,1/27/95,1995,Jan,724105,26353.61718,99999,1981,2005,0,0.1,724105-99999-1995.gz,-1.366293706,1.451944444,4.574404762,4.7375,2.346433566,2.093611111,2.501785714,1.095833333,63.24288425,58.15830116,57.99295775,59.5,0,0,0,0,0.104441963
14189,,3,B,Miscellaneous,37.93333,-78.03333,VA,3/12/96,3/12/96,Mar,,,0 days 00:00:00.000000000,2/11/96,1996,Feb,724016,42770.64671,99999,1942,2020,0,0.1,724016-93736-1996.gz,4.745491803,4.13697479,2.613392857,0,3.47962963,3.465677966,3.701785714,0,50.14798206,49.91703057,54.74074074,0,0,0,0,0,0.09726381
14212,,1,B,Miscellaneous,36.97583333,-82.31666667,VA,2/27/14,,Feb,,,,1/28/14,2014,Jan,724117,19277.78998,99999,2006,2020,0,0.1,724117-63802-2014.gz,0.867008866,3.131702728,5.258726899,4.750465549,3.144563696,3.528222013,3.365092402,3.31792365,63.99243466,60.1147343,52.38461538,49.81336278,0,0,0,0,0.135596449
14254,,1,B,Equipment Use,36.79167,-79.53333,VA,3/27/08,,Mar,,,,2/26/08,2008,Feb,724106,30695.9161,99999,1973,2020,0,0.1,724106-13728-2008.gz,9.757514793,10.73502415,9.474742268,13.20997151,3.776631079,3.920581114,4.325257732,3.032383666,58.12452351,57.22195122,54.61340206,73.86880165,59.7,23.4,8.9,121.5,0.111052567
14319,,1,B,Miscellaneous,38.88111,-78.63111,VA,1/16/07,,Jan,,,,12/17/06,2006,Dec,A00031,46200.99567,3725,2004,2019,0,0.1,A00031-03725-2006.gz,7.188202247,0,0,0,1.453370787,0,0,0,71.86470588,0,0,0,0,0,0,0,0.102024544
14321,,1,B,Equipment Use,38.66667,-78.38333,VA,4/8/96,4/8/96,Apr,,,0 days 00:00:00.000000000,3/9/96,1996,Mar,723098,48237.0129,93798,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.099956866
